gene_id	gene_name	control_rep1	control_rep2	control_rep3	imatinib_rep1	imatinib_rep2	imatinib_rep3
SEC31A	SEC31A	4814.574	5337.554	4904.299	3451.22	4022.818	3496.441
SEC31B	SEC31B	135.039	154.026	142.662	250.662	317.158	169.042
SEC61A1	SEC61A1	5333.076	5248.599	4835.407	3748.788	4247.148	3882.409
SEC61A2	SEC61A2	102	110	103	144	199	129
SEC61B	SEC61B	1142.618	1250.396	1127.078	827.508	870.499	853.903
SEC61G	SEC61G	732.267	741.709	611.531	619.818	641.624	628.159
SEC62	SEC62	1286.818	1371.634	1248.36	1340.429	1494.419	1357.527
SEC63	SEC63	1666.197	1923.049	1732.257	2214.611	2536.375	1940.247
SECISBP2	SECISBP2	699.046	889.491	828.849	752.791	972.876	856.005
SECISBP2L	SECISBP2L	504.183	567.62	560.445	764.308	1032.389	715.008
SECTM1	SECTM1	9	0	1	45	51	18
SEH1L	SEH1L	2463.418	2670.814	2433.976	1313.755	1452.685	1586.563
SEL1L	SEL1L	696.467	754.358	722.252	713.104	813.521	707.307
SEL1L2	SEL1L2	0	0	0	0	0	1
SEL1L3	SEL1L3	759.604	1030.126	945.306	686.148	831.53	716.46
SELE	SELE	0	0	0	0	0	0
SELENBP1	SELENBP1	1042.135	1153.165	946.012	3583.06	3933.018	2632.563
SELK	SELK	246	313.679	271.83	233.725	249.577	236.385
SELL	SELL	0	0	0	0	0	0
SELM	SELM	14	12	6	26	23	22
SELO	SELO	456.168	457.862	357.181	544.744	595.586	471.525
SELP	SELP	0	0	0	0	0	0
SELPLG	SELPLG	417.009	490.593	416.705	780.174	970.027	636.082
SELT	SELT	958.642	1099.933	955.548	693.109	811.196	746.495
SELV	SELV	0	0	0	1	0	0
SEMA3A	SEMA3A	95	131.016	119.024	167.556	211.024	140.008
SEMA3B	SEMA3B	4	12	1	56	62	25
SEMA3B-AS1	SEMA3B-AS1	2	0	0	2	7	3
SEMA3C	SEMA3C	2	6	8	0	2	1
SEMA3D	SEMA3D	5	5	11	22	9	16
SEMA3E	SEMA3E	126	116.034	128.272	118	203.002	130
SEMA3F	SEMA3F	68.115	29.015	28	316.158	345.749	206
SEMA3G	SEMA3G	2	1	2	10	11	3
SEMA4A	SEMA4A	19	25	15	32	38	24
SEMA4B	SEMA4B	554.051	608.411	582.737	812.662	868.544	608.332
SEMA4C	SEMA4C	1108.194	1009.103	929.104	967.983	1110.892	973.352
SEMA4D	SEMA4D	26	23	22	17	19	15
SEMA4F	SEMA4F	7	9	7	14	13	18
SEMA4G	SEMA4G	101	108	96.008	99.019	104	83
SEMA5A	SEMA5A	0	0	0	0	0	0
SEMA5B	SEMA5B	0	0	0	0	0	0
SEMA6A	SEMA6A	10.676	14	9.211	19.311	13.246	12.374
SEMA6B	SEMA6B	22	36	14	42	60.97	34
SEMA6C	SEMA6C	26	27	26.001	91.999	121.314	71.001
SEMA6D	SEMA6D	0	0	0	0	0	0
SEMA7A	SEMA7A	337.052	322.342	271.326	777.321	953.524	542.67
SEMG1	SEMG1	0	0	0	0	0	0
SEMG2	SEMG2	0	0	0	0	0	0
SENCR	SENCR	0	0	0	0	0	0
SENP1	SENP1	1015.647	1124.23	1061.186	1082.182	1308.551	1250.506
SENP2	SENP2	801.228	949.1	783.391	973.822	1185.28	935.133
SENP3	SENP3	1726.141	1944.294	1553.207	912.897	1042.029	1133.152
SENP3-EIF4A1	SENP3-EIF4A1	28.466	16.359	25.545	0	9.737	0
SENP5	SENP5	895.148	1021.904	971.164	835.004	1006.384	781.682
SENP6	SENP6	1777.43	2139.939	2063.593	2150.368	2327.384	2140.951
SENP7	SENP7	360.165	421.722	407.441	616.107	686.297	566.972
SENP8	SENP8	28	37	31.007	81.001	69.003	64
SEP15	SEP15	1878.786	2281.15	2200.523	1947.073	2085.855	1977.743
SEPHS1	SEPHS1	1350.186	1565.107	1397.058	1061.076	1278.778	1171.05
SEPHS2	SEPHS2	2481.895	2858.381	2511.39	1935.068	2248.143	1886.438
SEPN1	SEPN1	845.04	903.865	879.297	1093.932	1259.617	951.035
SEPP1	SEPP1	514.443	566.648	563.335	2299.661	2599.429	1814.698
SEPSECS	SEPSECS	426.064	503.337	428.593	858.18	1030.94	767.531
SEPSECS-AS1	SEPSECS-AS1	2	3	1	25	25	13
SEPT1	SEPT1	38	29	28	54.388	62	39.003
SEPT10	SEPT10	0	0	0	0	0	2
SEPT11	SEPT11	3979.406	4351.414	4204.54	1875.971	2219.148	2480.824
SEPT12	SEPT12	0	0	0	0	0	0
SEPT14	SEPT14	0	0	0	0	1	2
SEPT2	SEPT2	4876.478	5506.686	5055.72	4488.67	5168.371	4761.089
SEPT3	SEPT3	1	0	0	2	0	3
SEPT4	SEPT4	1	4	3	10	7	14
SEPT5	SEPT5	7879.792	7372.163	6241.813	8594.962	9916.402	7456.658
SEPT5-GP1BB	SEPT5-GP1BB	2678.8	2330.202	1532.248	2561.392	3311.484	2663.532
SEPT6	SEPT6	1573.919	1865.237	1699.033	2188.065	2597.704	1792.285
SEPT7	SEPT7	2566.775	2667.641	2501.791	2321.152	2662.388	2406.896
SEPT7P2	SEPT7P2	131.996	137.01	140.484	123	175.725	144.577
SEPT7P9	SEPT7P9	5	1	1.005	7	6.083	4
SEPT8	SEPT8	3072.734	3287.007	3042.92	4348.594	4985.215	3980.664
SEPT9	SEPT9	3713.315	3887.814	3244.233	2716.534	3235.839	2673.555
SEPW1	SEPW1	717.141	801.217	723.289	683.181	702.12	714.823
SERAC1	SERAC1	137.073	222.001	184.369	234.485	195.252	215.13
SERBP1	SERBP1	20451.641	22608.446	20555.345	10930.609	12393.217	13901.574
SERF1A	SERF1A	139.487	0	0	0	0	0
SERF1B	SERF1B	199.013	362.818	259.395	300.082	339.473	348.433
SERF2	SERF2	2961.926	3120.689	2047.049	3848.36	4279.821	3180.206
SERF2-C15ORF63	SERF2-C15ORF63	3.138	9.396	0	13.021	0	0
SERGEF	SERGEF	252.696	352.408	312.495	335.652	407.196	292
SERHL	SERHL	37.898	45.258	45.409	62.481	80.421	65.101
SERHL2	SERHL2	236.465	269.332	210.026	470.308	539.28	405.781
SERINC1	SERINC1	828.167	914.607	834.423	1614.135	1862.745	1346.603
SERINC2	SERINC2	43	55	58	237.241	295.008	156.137
SERINC3	SERINC3	1379.029	1447.833	1300.974	1956.152	2223.489	1677.057
SERINC4	SERINC4	1.016	2.047	0	8.271	11.484	4.129
SERINC5	SERINC5	169	287	217.104	187	224	198.177
SERP1	SERP1	2469.584	2714.526	2489.994	1367.371	1626.898	1608.438
SERP2	SERP2	0	0	0	0	0	0
SERPINA1	SERPINA1	0	0	0	0	0	0
SERPINA10	SERPINA10	0	0	0	0	0	0
SERPINA11	SERPINA11	0	0	0	0	0	0
SERPINA12	SERPINA12	0	0	0	0	0	0
SERPINA13P	SERPINA13P	0	0	0	0	0	0
SERPINA3	SERPINA3	0	0	0	0	0	0
SERPINA4	SERPINA4	0	0	0	0	0	0
SERPINA5	SERPINA5	0	0	0	0	0	0
SERPINA6	SERPINA6	0	0	0	0	0	0
SERPINA7	SERPINA7	0	0	0	0	0	0
SERPINA9	SERPINA9	0	0	0	0	0	0
SERPINB1	SERPINB1	1183.665	1396.715	1273.557	1579.169	1810.369	1585.521
SERPINB10	SERPINB10	0	0	0	0	0	0
SERPINB11	SERPINB11	0	0	0	0	0	0
SERPINB12	SERPINB12	0	0	0	0	0	0
SERPINB13	SERPINB13	0	0	0	0	0	0
SERPINB2	SERPINB2	0	0	0	0	0	0
SERPINB3	SERPINB3	0	0	0	0	0	0
SERPINB4	SERPINB4	0	0	0	0	0	0
SERPINB5	SERPINB5	0	0	0	0	0	0
SERPINB6	SERPINB6	3405.717	3798.241	3385.718	2923.554	3552.28	2996.393
SERPINB7	SERPINB7	0	0	0	0	0	0
SERPINB8	SERPINB8	1	0	0	0	0	0
SERPINB9	SERPINB9	1152.747	1192.258	1133.822	261	345	397.186
SERPINC1	SERPINC1	0	1	1	2	3	0
SERPIND1	SERPIND1	1	4	5	3	4	1
SERPINE1	SERPINE1	9	8	6	2	2	0
SERPINE2	SERPINE2	1	0	0	0	1	1
SERPINE3	SERPINE3	0	0	0	1.022	3	0
SERPINF1	SERPINF1	619.02	751.86	670.587	2121.739	2371.045	1377.671
SERPINF2	SERPINF2	3	0	2	4	3	1
SERPING1	SERPING1	0	0	1	12	16.128	9
SERPINH1	SERPINH1	3997.882	4301.608	3650.3	3338.366	3867.466	3508.95
SERPINI1	SERPINI1	238.146	249.09	232.396	541.791	638.568	439.986
SERPINI2	SERPINI2	0	0	0	0	0	0
SERTAD1	SERTAD1	150	142.89	116	99.01	133	88
SERTAD2	SERTAD2	735.596	776.024	732.213	759.4	909.087	718.704
SERTAD3	SERTAD3	403	382.54	316.239	429.034	465.305	425.428
SERTAD4	SERTAD4	1	0	0	0	0	0
SERTAD4-AS1	SERTAD4-AS1	0	0	0	0	0	0
SERTM1	SERTM1	0	0	0	0	0	0
SESN1	SESN1	234	296.37	237.436	494.675	573.088	421.866
SESN2	SESN2	564.632	686.096	681.036	850.332	1080.989	766.102
SESN3	SESN3	163.03	150.002	183.018	406.027	478.04	304.207
SESTD1	SESTD1	364.791	408.088	416.337	584	750.866	624.022
SET	SET	16758.109	19733.739	16120.755	10646.452	12241.051	12968.966
SETBP1	SETBP1	144	167	129	197	306.122	205.012
SETD1A	SETD1A	1761.508	1813.546	1580.872	1246.392	1506.022	1367.47
SETD1B	SETD1B	1170.261	1176.157	942.434	1321.608	1499.069	1167.376
SETD2	SETD2	2638.93	2816.59	2765.539	3085.665	3736.896	3204.008
SETD3	SETD3	636.095	779.04	661.201	475.002	506.784	496.127
SETD4	SETD4	365.017	503.783	441.5	376.328	448.042	351
SETD5	SETD5	4093.549	4309.921	3929.64	4236.262	5010.591	3861.647
SETD6	SETD6	652.882	613.419	530.222	500.315	517.567	501.677
SETD7	SETD7	890.429	1038.02	930.855	317.064	327.527	424.016
SETD8	SETD8	2714.863	3267.442	2761.953	3013.819	3695.328	3079.079
SETD9	SETD9	73	70.001	85.029	92.007	105	101.905
SETDB1	SETDB1	859.128	972.449	886.496	1128.394	1494.767	1055.354
SETDB2	SETDB2	208	224.994	276.001	400.287	433	356.561
SETMAR	SETMAR	252.189	240.134	198.004	212.175	235.114	260.19
SETSIP	SETSIP	0	0	0	0	0	0
SETX	SETX	2357.306	2758.675	2721.308	2359.043	2711.754	2402.001
SEZ6	SEZ6	0	0	0	0	3	0
SEZ6L	SEZ6L	0	0	0	0	0	0
SEZ6L2	SEZ6L2	56.726	67	71	41.037	33	22.001
SF1	SF1	6224.142	6168.905	4997.858	3815.372	4465.66	4339.564
SF3A1	SF3A1	3539.979	3517.599	3040.42	2858.017	3340.032	3021.314
SF3A2	SF3A2	1945.501	1940.647	1481.3	1939.16	2241.439	1859.197
SF3A3	SF3A3	7721.791	8374.651	7100.944	3867.208	4546.558	5076.314
SF3B1	SF3B1	6392.633	6911.765	6337.958	6475.084	7441.445	6091.105
SF3B14	SF3B14	1996.204	2218.052	1999.425	1477.267	1721.362	1589.376
SF3B2	SF3B2	6881.969	7337.929	6333.261	6063.188	6896.341	5959.863
SF3B3	SF3B3	10311.262	10858.163	10157.009	7798.16	9141.467	9349.61
SF3B4	SF3B4	2016.676	2011.992	1679.368	1113.3	1454.914	1485.684
SF3B5	SF3B5	3137.663	3309.297	2550.129	1657.453	1722.488	1744.764
SFI1	SFI1	283.129	341.086	327.042	497.999	683.437	496.722
SFMBT1	SFMBT1	220.007	206	212.097	343	352.377	297.708
SFMBT2	SFMBT2	543.166	665.834	614.298	545.039	649.471	517.017
SFN	SFN	6	15	5	3	6	5
SFPQ	SFPQ	17570.227	17022.091	15240.063	11039.302	13206.471	13978.571
SFR1	SFR1	88.955	95	68	206.267	232	213.324
SFRP1	SFRP1	0	0	0	0	0	0
SFRP2	SFRP2	0	0	0	0	0	0
SFRP4	SFRP4	0	0	0	0	0	0
SFRP5	SFRP5	1	2	1	26	20	10
SFSWAP	SFSWAP	1595.9	1792.616	1553.349	1448.297	1736.235	1305.205
SFT2D1	SFT2D1	509.913	545.142	416.737	412.564	457	462.006
SFT2D2	SFT2D2	165.951	171.009	155.984	153.455	198.365	143
SFT2D3	SFT2D3	207.001	199.001	187.392	225	258.27	266.013
SFTA1P	SFTA1P	0	0	0	0	0	0
SFTA2	SFTA2	0	0	0	0	0	0
SFTA3	SFTA3	0	0	0	0	0	0
SFTPA1	SFTPA1	0	0	0	0	0	0
SFTPA2	SFTPA2	0	0	0	0	0	0
SFTPB	SFTPB	3	0	1	0	1	0
SFTPC	SFTPC	0	0	0	0	0	0
SFTPD	SFTPD	0	0	0	0	0	0
SFXN1	SFXN1	3623.528	4184.907	3702.785	2987.468	3571.44	3374.104
SFXN2	SFXN2	237.386	273.515	297.335	208	214.265	216
SFXN3	SFXN3	67.004	72	68.002	201.892	211	140
SFXN4	SFXN4	554.533	661.095	570.058	375.4	441.031	503.637
SFXN5	SFXN5	797.559	795.158	685.216	975.081	1083.485	829.367
SGCA	SGCA	0	0	0	0	0	0
SGCB	SGCB	3	6	2	8	6	2
SGCD	SGCD	0	0	0	0	0	0
SGCE	SGCE	0	0	0	0	0	0
SGCG	SGCG	0	0	0	0	0	0
SGCZ	SGCZ	39	24	41	54	56	37
SGIP1	SGIP1	0	0	1	9	1	1
SGK1	SGK1	150	158.647	152	70	91	128.672
SGK2	SGK2	1	2	2	5	3	0
SGK223	SGK223	36	45	46.011	39	43.001	34
SGK3	SGK3	88.94	54.152	45.961	0	5.66	23.342
SGK494	SGK494	266.001	247	281.255	164.994	249.882	208.502
SGMS1	SGMS1	1216.442	1431.39	1292.089	1021.426	1244.435	1102.955
SGMS2	SGMS2	9	5	5	5	5	7
SGOL1	SGOL1	728.303	772.107	778.914	888.712	1051.852	893.453
SGOL1-AS1	SGOL1-AS1	6.929	4.535	0	2.964	4.652	1.324
SGOL2	SGOL2	507.826	588.129	576.545	659.752	698.975	653.357
SGPL1	SGPL1	310.999	333.303	326.201	195	182	163.004
SGPP1	SGPP1	164.179	199	187.156	158.525	184.002	164.274
SGPP2	SGPP2	15	16	13	4	10	8
SGSH	SGSH	165.093	179.118	155.001	139.012	153.428	125.161
SGSM1	SGSM1	0	0	0	0	0	0
SGSM2	SGSM2	469.108	509.119	515.62	614.956	638.174	473.172
SGSM3	SGSM3	618.133	610.482	574.282	1108.54	1113.244	774.223
SGTA	SGTA	3878.404	3916.976	3379.259	2225.402	2736.638	2479.146
SGTB	SGTB	381	401.002	415.015	315.159	369.987	289.119
SH2B1	SH2B1	897.845	908.177	797.208	1097.552	1279.972	1051.158
SH2B2	SH2B2	1	0	0	0	0	1
SH2B3	SH2B3	1917.452	2237.687	1881.982	894	1014.389	1066.237
SH2D1A	SH2D1A	3	3	2	32	46.661	28
SH2D1B	SH2D1B	3	2	8	0	0	1
SH2D2A	SH2D2A	542.071	453.011	399.182	184.103	203.517	367.461
SH2D3A	SH2D3A	240	267.658	200.011	107	137	120.001
SH2D3C	SH2D3C	22	24	17.001	152.008	169.007	58
SH2D4A	SH2D4A	1	0	1	0	0	1
SH2D4B	SH2D4B	0	0	0	0	0	0
SH2D5	SH2D5	0	0	1	2	7	3
SH2D6	SH2D6	0	1	0	3	0	4
SH2D7	SH2D7	0	0	3	1	2	2
SH3BGR	SH3BGR	34.999	55.997	38	104.024	120.999	96.001
SH3BGRL	SH3BGRL	1295.574	1376.726	1267.162	2428.618	2864.944	2230.514
SH3BGRL2	SH3BGRL2	1459.304	1674.758	1476.477	2917.926	3297.289	2455.944
SH3BGRL3	SH3BGRL3	1538.155	1185.612	924.389	814.642	1030.584	1003.094
SH3BP1	SH3BP1	495.384	514.074	477.2	391.236	481.043	360.003
SH3BP2	SH3BP2	153.986	196	188.165	84	143.231	84
SH3BP4	SH3BP4	0	0	0	0	0	0
SH3BP5	SH3BP5	698.132	738.216	586.326	780.49	957.557	690.859
SH3BP5-AS1	SH3BP5-AS1	115.28	93.105	89.874	184.848	197.394	202.042
SH3BP5L	SH3BP5L	1243.189	1404.773	1128.16	1822.788	2174.297	1569.78
SH3D19	SH3D19	0	0	0	0	1	0
SH3D21	SH3D21	50.027	41.004	38.999	69.685	77	49
SH3GL1	SH3GL1	1533.625	1507.847	1224.828	1230.188	1498.326	1201.361
SH3GL1P1	SH3GL1P1	7	15	24	39	35	32
SH3GL1P2	SH3GL1P2	0	0	0	0	0	0
SH3GL2	SH3GL2	0	1	0	0	0	0
SH3GL3	SH3GL3	10	28.269	22	24	25	31
SH3GLB1	SH3GLB1	1194.672	1265.984	1131.267	1245.554	1430.357	1176.413
SH3GLB2	SH3GLB2	1403.13	1542.187	1238.764	4123.393	4656.673	2706.638
SH3KBP1	SH3KBP1	14	19	12	19	29	16
SH3PXD2A	SH3PXD2A	786.087	737.15	701.897	161	164	250.44
SH3PXD2A-AS1	SH3PXD2A-AS1	0	0	0	0	0	0
SH3PXD2B	SH3PXD2B	247.941	227	229.043	86	113.001	130.019
SH3RF1	SH3RF1	168	145	148	114	138	108
SH3RF2	SH3RF2	1	1	0	1	1	0
SH3RF3	SH3RF3	0	0	0	0	0	0
SH3RF3-AS1	SH3RF3-AS1	0	0	0	0	0	0
SH3TC1	SH3TC1	152.016	160	148.181	99	101	99.116
SH3TC2	SH3TC2	79	50	69	114	156.03	120
SH3YL1	SH3YL1	73.001	56	70.002	114	143.006	96.633
SHANK1	SHANK1	6	8	2	5	8	17
SHANK2	SHANK2	0	0	0	0	0	0
SHANK2-AS1	SHANK2-AS1	0	0	0	0	0	0
SHANK2-AS3	SHANK2-AS3	0	0	0	0	0	0
SHANK3	SHANK3	21	6	12.005	9	7	9
SHARPIN	SHARPIN	499.087	467.053	404.265	724.482	797.026	589.162
SHB	SHB	311.67	360.023	272.584	277.929	366.001	248.955
SHBG	SHBG	0	0	0	0	2.002	1
SHC1	SHC1	1947.862	1971.582	1593.67	1595.028	1998.097	1464.036
SHC2	SHC2	11	13	6	123	119.932	70
SHC3	SHC3	0	0	0	0	0	0
SHC4	SHC4	4	4	1	8	3	7
SHCBP1	SHCBP1	1010.268	1110.028	1046.894	1226.321	1288.516	1232.754
SHCBP1L	SHCBP1L	0	0	0	2	0	0
SHD	SHD	0	0	0	0	0	0
SHE	SHE	0	0	0	0	0	0
SHF	SHF	30	21	18	41.001	53.001	18
SHFM1	SHFM1	1221.026	1300.369	938.277	1296.984	1267.697	1225.896
SHH	SHH	0	0	0	0	0	0
SHISA2	SHISA2	0	0	0	0	0	0
SHISA3	SHISA3	0	0	0	0	0	0
SHISA4	SHISA4	9	17	11	21	25.321	18
SHISA5	SHISA5	1398.148	1566.797	1228.562	1540.73	1750.316	1428.022
SHISA6	SHISA6	0	0	0	0	0	0
SHISA7	SHISA7	5	4	1	15	31	10
SHISA8	SHISA8	3	1	1	0	0	0
SHISA9	SHISA9	0	0	0	7	2	1
SHKBP1	SHKBP1	995.058	1151.175	925.384	1551.001	1793.11	1273.653
SHMT1	SHMT1	723.013	845.119	625.292	817.313	817.382	842.512
SHMT2	SHMT2	4156.749	4717.675	4000.783	2882.446	3231.758	2598.774
SHOC2	SHOC2	383.387	456.551	469.987	468.922	586.002	490.473
SHOX	SHOX	0	0	0	0	0	0
SHOX-2	SHOX	0	0	0	0	0	0
SHOX2	SHOX2	276.134	277.02	273.023	584.001	664.594	460.319
SHPK	SHPK	595	595.013	618.254	503.295	498.765	486
SHPRH	SHPRH	820.481	838.987	904.663	714.172	833.301	771.707
SHQ1	SHQ1	301	302.022	312.345	144.463	164.395	201.001
SHROOM1	SHROOM1	436.123	447.008	410.858	446	497.322	385.72
SHROOM2	SHROOM2	0	0	0	0	0	0
SHROOM3	SHROOM3	0	0	0	0	0	0
SHROOM4	SHROOM4	0	0	0	0	0	0
SI	SI	0	0	0	0	0	0
SIAE	SIAE	157	176	183.314	413.472	498.99	333.27
SIAH1	SIAH1	282.185	342.274	288.794	433.889	458.237	414.662
SIAH2	SIAH2	601.322	682.894	569.476	415.413	549.868	437.591
SIAH3	SIAH3	0	0	0	0	0	0
SIDT1	SIDT1	0	1	0	0	1	0
SIDT2	SIDT2	422.543	406.45	414.714	534.78	586.692	441.206
SIGIRR	SIGIRR	207	174	152.145	274	304.477	237.999
SIGLEC1	SIGLEC1	0	0	0	1	1	0
SIGLEC10	SIGLEC10	3	6	4	26	18	15
SIGLEC11	SIGLEC11	0	0	0	4	1	0
SIGLEC12	SIGLEC12	0	0	0	0	0	0
SIGLEC14	SIGLEC14	1	0	0	1	0	0
SIGLEC15	SIGLEC15	0	0	0	0	0	0
SIGLEC16	SIGLEC16	3	2	2	2	0	2
SIGLEC17P	SIGLEC17P	6	0	7	2	5	1
SIGLEC5	SIGLEC5	0	0	0	0	1	0
SIGLEC6	SIGLEC6	10	14	19	3	5	11
SIGLEC7	SIGLEC7	0	0	0	0	0	0
SIGLEC8	SIGLEC8	24	19	26	1	4	9
SIGLEC9	SIGLEC9	4	0	0	0	2	2
SIGLECL1	SIGLECL1	0	0	0	0	0	0
SIGMAR1	SIGMAR1	1026.248	1085.29	943.18	512.296	590.876	743.707
SIK1	SIK1	0	0	0	0	0	0
SIK2	SIK2	650.878	662.336	638.571	737.713	915.373	696.435
SIK3	SIK3	822.286	866.431	741.339	961.14	1137.295	871.045
SIKE1	SIKE1	1505.118	1739.04	1610.193	1488.963	1689.688	1538.549
SIL1	SIL1	477.601	431.33	371.376	623.206	704.198	533
SIM1	SIM1	0	0	0	0	0	0
SIM2	SIM2	16	6	10	5	13	12
SIMC1	SIMC1	1005.824	1153.226	1011.503	1075.822	1253.648	982.755
SIN3A	SIN3A	1142.121	1298.707	1270.788	1242.321	1412.48	1297.762
SIN3B	SIN3B	1052.634	1158.456	1015.53	1002.771	1188.446	841.898
SIPA1	SIPA1	981.083	954.249	794.915	2021.914	2186.638	1498.417
SIPA1L1	SIPA1L1	873.601	1083.054	998.683	805.324	883.865	715.152
SIPA1L2	SIPA1L2	0	0	0	0	0	0
SIPA1L3	SIPA1L3	455	492.169	434.58	461.071	603.411	397.051
SIRPA	SIRPA	1	4	0	0	2	1
SIRPB1	SIRPB1	0	0	0	0	0	0
SIRPB2	SIRPB2	0	0	0	0	0	0
SIRPD	SIRPD	0	0	0	0	0	0
SIRPG	SIRPG	0	0	0	0	0	0
SIRT1	SIRT1	553.848	565.156	565.257	635.236	755.951	620.07
SIRT2	SIRT2	481.974	582.951	515.887	1258.464	1478.89	878.428
SIRT3	SIRT3	350.118	360.127	312.055	713.195	826.011	538.053
SIRT4	SIRT4	6	28.005	10.015	31	47	19
SIRT5	SIRT5	259.604	298.886	289.843	491.583	484.096	497.127
SIRT6	SIRT6	468.013	469	442.602	421	501.216	443.001
SIRT7	SIRT7	607.331	657.934	522.093	537.855	551.712	508.175
SIT1	SIT1	0	0	0	0	0	0
SIVA1	SIVA1	436	462.989	394.351	360.978	291.746	392.029
SIX1	SIX1	160.026	173.028	160.544	46	58.002	72
SIX2	SIX2	0	0	0	0	0	0
SIX3	SIX3	0	0	0	0	0	0
SIX3-AS1	SIX3-AS1	0	0	0	0	0	0
SIX4	SIX4	339.185	390.185	325.093	274.15	323.012	309.42
SIX5	SIX5	284.016	285.016	224.226	352	448	267.907
SIX6	SIX6	0	0	0	0	0	0
SKA1	SKA1	1212.968	1264.268	1128.505	2460.124	2786.149	2379.265
SKA2	SKA2	942.371	1100.145	1033.89	1550.057	1683.219	1335.273
SKA3	SKA3	954.312	1095.53	1184.685	729.914	881.392	994.586
SKAP1	SKAP1	1	0	0	0	0	0
SKAP2	SKAP2	306.143	345.179	318	603.282	728.203	545.309
SKI	SKI	1309.326	1331.507	1149.174	1008.832	1184.082	994.581
SKIDA1	SKIDA1	19	29	21	28	26	13
SKIL	SKIL	243.222	293.022	296.028	404.27	405	384.102
SKINTL	SKINTL	0	0	0	0	0	0
SKIV2L	SKIV2L	1836.169	1875.925	1704.193	2177.159	2429.266	1902.044
SKIV2L2	SKIV2L2	3974.823	4341.21	3951.219	2944.557	3485.032	3445.64
SKOR1	SKOR1	0	2	1	3.025	2	1
SKOR2	SKOR2	0	0	0	0	0	0
SKP1	SKP1	4701.81	5362.871	4506.192	4674.339	5425.711	4870.269
SKP1P2	SKP1P2	0	0	0	0	0	0
SKP2	SKP2	2683.029	2850.58	2628.069	2330.447	2681.693	2683.851
SLA	SLA	0	1	0	0	0	0
SLA2	SLA2	0	0	0	0	0	0
SLAIN1	SLAIN1	2	2	7	1	2	11
SLAIN2	SLAIN2	1123.419	1359.401	1270.844	952.608	1131.443	1031.836
SLAMF1	SLAMF1	0	0	1	0	1	0
SLAMF6	SLAMF6	27.01	28	23	23	20	29
SLAMF7	SLAMF7	0	3	0	0	0	2
SLAMF8	SLAMF8	1	0	0	1	0	0
SLAMF9	SLAMF9	0	0	0	0	0	0
SLBP	SLBP	2236.29	2686.667	2158.899	1745.323	2100.541	2224.226
SLC10A1	SLC10A1	0	1	2	1	1	1
SLC10A2	SLC10A2	0	0	0	0	0	0
SLC10A3	SLC10A3	595.879	525.964	447.272	761.992	789.792	619.305
SLC10A4	SLC10A4	289.005	312.477	262.128	91	82.001	120.315
SLC10A5	SLC10A5	4	1	2	4	3	1
SLC10A6	SLC10A6	0	0	0	0	0	0
SLC10A7	SLC10A7	505.006	597.74	538.966	413.065	484.743	483.855
SLC11A1	SLC11A1	29	36	15	27	41	13
SLC11A2	SLC11A2	937.747	998.101	969.102	1865.157	2049.327	1538.462
SLC12A1	SLC12A1	0	0	0	0	0	0
SLC12A2	SLC12A2	584.916	633.71	616.482	364.818	461.044	445.437
SLC12A3	SLC12A3	1	0	0	0	0	1
SLC12A4	SLC12A4	663.677	678	632.288	681.462	858.062	658.414
SLC12A5	SLC12A5	12	13	4	18	13	9
SLC12A6	SLC12A6	300.036	386.076	341.131	738.606	946.325	559.638
SLC12A7	SLC12A7	1341.178	1397.4	1170.404	4280.595	4867.179	2797.661
SLC12A8	SLC12A8	1	0	0	2	0	2
SLC12A9	SLC12A9	268.042	280.001	289.95	238.145	265.995	202.091
SLC13A1	SLC13A1	0	0	0	0	0	0
SLC13A2	SLC13A2	0	0	0	0	0	0
SLC13A3	SLC13A3	84.629	84	63	85	88.01	62
SLC13A4	SLC13A4	1	1	3	0	9	7
SLC13A5	SLC13A5	0	0	0	0	0	0
SLC14A1	SLC14A1	0	0	0	3	2	0
SLC14A2	SLC14A2	0	0	0	0	0	0
SLC15A1	SLC15A1	0	0	0	0	0	0
SLC15A2	SLC15A2	20	17	34	51	83.024	34.052
SLC15A3	SLC15A3	0	0	0	0	0	0
SLC15A4	SLC15A4	313.325	344.491	308.152	247.011	328.557	306
SLC15A5	SLC15A5	0	0	0	0	0	0
SLC16A1	SLC16A1	4195.567	4688.294	4155.731	2336.386	2594.065	2898.065
SLC16A1-AS1	SLC16A1-AS1	80	83	84.701	32	49	46
SLC16A10	SLC16A10	0	0	0	1	2	1
SLC16A11	SLC16A11	4	0	0	3	0	0
SLC16A12	SLC16A12	0	0	0	0	0	0
SLC16A13	SLC16A13	78.092	70.034	57	98	127	88
SLC16A14	SLC16A14	0	0	0	0	0	0
SLC16A2	SLC16A2	0	0	0	0	0	0
SLC16A3	SLC16A3	39	44.031	39.118	47	59	69
SLC16A4	SLC16A4	43	58	54	99.002	103.002	42
SLC16A5	SLC16A5	68.005	55	52.017	160	192.001	126
SLC16A6	SLC16A6	110	131	111.033	18	29	46.027
SLC16A7	SLC16A7	27	38	24	73	117.833	98.05
SLC16A8	SLC16A8	0	4	0	5.015	4	5
SLC16A9	SLC16A9	100	118	114.029	121	128	146.047
SLC17A1	SLC17A1	0	0	0	0	0	0
SLC17A2	SLC17A2	0	0	0	0	0	0
