gene_id	gene_name	control_rep1	control_rep2	control_rep3	nilotinib_rep1	nilotinib_rep2	nilotinib_rep3
ZDHHC21	ZDHHC21	0.873842	0.871222	1.024993	0.752155	0.806945	1.022873
ZDHHC22	ZDHHC22	0	0	0	0	0	0
ZDHHC23	ZDHHC23	0.564824	0.427376	0.475425	0.238036	0.394776	0.619665
ZDHHC24	ZDHHC24	17.95877	18.072027	20.961329	10.810401	11.852857	12.511739
ZDHHC3	ZDHHC3	38.039945	38.450969	38.335224	41.122422	41.471274	43.633297
ZDHHC4	ZDHHC4	92.023414	94.412953	81.93521	57.447056	55.300489	49.500264
ZDHHC5	ZDHHC5	36.497233	38.907686	37.320737	20.983784	24.309358	26.812235
ZDHHC6	ZDHHC6	8.839011	10.303845	10.140591	6.541393	5.922956	7.475382
ZDHHC7	ZDHHC7	52.295767	51.653869	50.03735	35.34959	36.849837	42.527256
ZDHHC8	ZDHHC8	39.182025	37.836741	38.37579	31.491281	29.331216	30.718253
ZDHHC8P1	ZDHHC8P1	1.282457	1.335125	1.054231	1.663897	1.947998	1.840967
ZDHHC9	ZDHHC9	20.28271	20.429178	20.518537	8.291733	8.840225	7.077453
ZEB1	ZEB1	2.098685	2.196568	2.367985	1.058233	1.298607	1.47573
ZEB1-AS1	ZEB1-AS1	5.065027	6.128869	6.455762	3.372539	3.93825	3.762165
ZEB2	ZEB2	21.568835	21.529852	21.882625	20.662275	21.463902	25.50251
ZEB2-AS1	ZEB2-AS1	0.175231	0	0	0.185708	0.542313	0.494683
ZER1	ZER1	24.625286	25.012537	22.09611	50.86451	50.040507	40.265085
ZFAND1	ZFAND1	75.805474	66.468078	75.921095	39.056873	42.656218	37.892363
ZFAND2A	ZFAND2A	17.365177	15.177297	14.362678	10.406764	11.362922	10.892711
ZFAND2B	ZFAND2B	21.024163	24.165511	24.159233	16.899281	19.12688	22.102717
ZFAND3	ZFAND3	72.083325	72.603655	62.350364	36.790705	34.900942	33.504285
ZFAND4	ZFAND4	1.136096	1.159769	1.159947	0.480534	0.39551	0.448329
ZFAND5	ZFAND5	17.313368	17.012088	16.273968	10.404239	10.425983	11.874908
ZFAND6	ZFAND6	68.534709	68.880027	70.905321	47.354552	49.936771	52.932969
ZFAS1	ZFAS1	318.176578	281.247406	262.513259	220.596437	207.671566	205.256185
ZFAT	ZFAT	4.667818	3.945313	3.604609	3.73808	3.509481	3.781483
ZFAT-AS1	ZFAT-AS1	0	0	0	0	0.047233	0
ZFC3H1	ZFC3H1	29.545669	29.392675	35.303962	19.876178	19.710302	21.515828
ZFHX2	ZFHX2	0.10721	0.105409	0.075894	0.086864	0.036024	0.089795
ZFHX3	ZFHX3	0.86903	1.339617	1.778464	1.514765	1.675663	2.263571
ZFHX4	ZFHX4	2.465229	3.027787	2.872349	1.069807	1.089019	1.226232
ZFHX4-AS1	ZFHX4-AS1	0	0	0	0	0	0
ZFP1	ZFP1	5.234921	4.158811	4.442991	2.215285	2.378868	2.605825
ZFP14	ZFP14	0.873823	0.874866	1.077615	0.645258	0.779008	0.891016
ZFP2	ZFP2	0.079706	0.217823	0.040658	0.101844	0.029891	0.014643
ZFP28	ZFP28	0.044362	0.056144	0.037897	0.016298	0.025168	0
ZFP3	ZFP3	0	0	0.006123	0	0	0.00668
ZFP30	ZFP30	3.910739	4.525946	4.056169	2.692956	3.526141	3.748498
ZFP36	ZFP36	16.208923	16.434128	15.313828	9.524615	9.247116	9.65147
ZFP36L1	ZFP36L1	35.188782	34.275586	35.307111	17.555238	17.095885	19.628932
ZFP36L2	ZFP36L2	133.547457	112.680878	90.374307	133.519796	113.039484	102.801695
ZFP37	ZFP37	0.268147	0.257881	0.109662	0.082537	0.048494	0.047597
ZFP41	ZFP41	7.76362	8.005478	8.66648	4.48691	4.845344	6.816287
ZFP42	ZFP42	0.047751	0.090369	0.073065	0.065388	0.013441	0.013181
ZFP57	ZFP57	0.194768	0.136232	0.066276	0	0	0.04721
ZFP62	ZFP62	13.14004	13.683422	15.182437	13.504685	14.965024	18.58339
ZFP64	ZFP64	9.945113	9.859837	10.00511	4.049915	4.457698	5.52738
ZFP69	ZFP69	4.557426	4.026211	4.478314	1.319762	1.738117	2.344786
ZFP69B	ZFP69B	10.810744	10.192409	11.269764	2.931167	3.908242	3.513131
ZFP82	ZFP82	2.527141	2.061835	2.207662	0.861435	1.129723	0.814147
ZFP90	ZFP90	2.472272	2.680255	2.989686	2.192065	1.669159	2.384957
ZFP91	ZFP91	43.680864	39.419436	38.676949	26.299169	25.386874	31.251138
ZFP91-CNTF	ZFP91-CNTF	1.08893	0.514977	1.232845	0.284909	0.31747	0.577137
ZFP92	ZFP92	4.056929	5.467307	5.343821	1.69572	1.297536	1.931657
ZFPL1	ZFPL1	38.22365	44.944461	41.398411	37.356282	31.161412	33.754676
ZFPM1	ZFPM1	29.922923	32.543047	28.366317	67.028205	71.130164	102.62934
ZFPM2	ZFPM2	8.671065	6.844315	5.28921	6.352943	5.787778	4.546344
ZFR	ZFR	41.377621	45.372974	45.278073	25.392269	26.507881	29.447519
ZFR2	ZFR2	0.158072	0.174659	0.16467	0	0.123677	0.15034
ZFX	ZFX	7.673648	6.882186	7.027404	5.291827	5.502141	6.538129
ZFX-AS1	ZFX-AS1	0	0	0	0	0	0
ZFY	ZFY	0	0	0	0	0	0
ZFYVE1	ZFYVE1	9.006296	9.090813	8.553667	11.584393	9.765594	7.932652
ZFYVE16	ZFYVE16	8.245935	8.740685	10.076341	5.400416	5.275915	5.845244
ZFYVE19	ZFYVE19	23.648188	24.825147	23.731337	41.207718	33.377315	32.091549
ZFYVE20	ZFYVE20	16.833379	16.617694	17.835301	15.734558	15.38118	16.695248
ZFYVE21	ZFYVE21	14.781398	15.237127	14.612644	14.031897	14.638434	18.661184
ZFYVE26	ZFYVE26	4.077635	3.680563	3.492174	3.54222	3.628798	4.741877
ZFYVE27	ZFYVE27	22.87675	23.99861	27.310306	45.277972	41.11732	43.63396
ZFYVE28	ZFYVE28	17.124275	15.433835	17.540262	8.380003	9.859643	10.206802
ZFYVE9	ZFYVE9	7.720624	7.812372	7.385328	5.251847	6.337397	6.073995
ZG16	ZG16	0	0	0	0	0	0
ZG16B	ZG16B	1.978228	0.761587	0.57127	0.496545	0.335495	0.373752
ZGLP1	ZGLP1	3.631716	3.762336	3.824602	3.993187	2.849309	3.840856
ZGPAT	ZGPAT	20.738802	19.274896	22.359118	18.582924	17.67666	22.340851
ZHX1	ZHX1	24.247273	23.379796	22.681103	12.094319	12.281593	14.482691
ZHX1-C8ORF76	ZHX1-C8ORF76	3.460804	2.709265	3.519421	2.811297	1.409255	2.772575
ZHX2	ZHX2	0.006939	0	0.007075	0.007608	0.015667	0
ZHX3	ZHX3	4.129582	3.811095	4.042138	3.154851	2.901185	4.171508
ZIC1	ZIC1	0.011439	0.014451	0	0	0.012923	0.019094
ZIC2	ZIC2	7.036556	7.644922	7.573333	4.311928	4.088386	4.72112
ZIC3	ZIC3	0	0	0	0	0	0
ZIC4	ZIC4	0.007649	0	0	0.01791	0.017265	0.008492
ZIC5	ZIC5	1.449148	1.350047	1.370861	0.352322	0.333198	0.517539
ZIK1	ZIK1	0.330771	0.431373	0.36552	0.28834	0.375737	0.863201
ZIM2	ZIM2	0	0	0	0	0	0
ZIM3	ZIM3	0	0	0	0	0	0
ZKSCAN1	ZKSCAN1	22.393011	26.720502	30.437162	17.917674	19.942604	22.619322
ZKSCAN2	ZKSCAN2	5.720311	5.209385	5.616902	3.142069	3.430412	4.513697
ZKSCAN3	ZKSCAN3	14.188482	13.269194	15.638727	13.929395	11.919413	12.834159
ZKSCAN4	ZKSCAN4	8.955257	8.858945	7.906776	7.209615	8.062966	7.390974
ZKSCAN5	ZKSCAN5	13.496226	14.16551	15.608093	8.399853	8.522837	8.94813
ZKSCAN7	ZKSCAN7	0.11969	0.122392	0.019361	0.021259	0.066609	0.170514
ZKSCAN8	ZKSCAN8	26.150728	25.412559	28.077373	31.243478	30.313257	29.455733
ZMAT1	ZMAT1	0.01162	0.067939	0.064029	0.054205	0.083327	0.051341
ZMAT2	ZMAT2	57.602338	58.392853	56.671851	45.430723	49.303323	53.096221
ZMAT3	ZMAT3	5.568783	6.306487	6.54175	2.876839	2.413594	2.918863
ZMAT4	ZMAT4	0	0	0	0	0	0
ZMAT5	ZMAT5	26.830166	25.243347	26.626208	26.466782	24.326169	21.180233
ZMIZ1	ZMIZ1	31.060114	34.653025	35.933855	23.654913	25.597725	24.281681
ZMIZ1-AS1	ZMIZ1-AS1	0.605562	0.472711	0.706038	0.82053	0.756082	0.565068
ZMIZ2	ZMIZ2	13.343717	14.432822	14.658318	12.257367	11.749499	16.833975
ZMPSTE24	ZMPSTE24	25.213633	22.623027	22.13979	4.961215	6.074921	8.320671
ZMYM1	ZMYM1	9.853191	11.889922	12.134771	12.173341	10.206871	8.991726
ZMYM2	ZMYM2	14.479257	13.916715	15.295851	12.088676	10.358944	10.925876
ZMYM3	ZMYM3	36.719134	34.21619	33.549201	31.113464	30.957255	35.368779
ZMYM4	ZMYM4	40.294092	39.05149	39.336515	18.306519	20.707575	25.503427
ZMYM5	ZMYM5	7.246318	6.685745	7.415544	6.236791	6.294213	5.522361
ZMYM6	ZMYM6	9.777944	9.419853	9.718358	7.768273	8.55322	8.613363
ZMYM6NB	ZMYM6NB	21.269278	23.134007	26.642825	18.410895	20.052278	23.694243
ZMYND10	ZMYND10	0.741452	0.585526	0.968131	0.606647	0.349892	0.516431
ZMYND11	ZMYND11	7.421823	8.702292	8.285087	4.49298	7.269559	9.500807
ZMYND12	ZMYND12	0	0	0	0.023258	0	0
ZMYND15	ZMYND15	0	0	0	0	0	0.014516
ZMYND19	ZMYND19	59.748947	57.091328	64.426745	17.821906	19.742415	26.962135
ZMYND8	ZMYND8	58.735013	58.958539	64.167301	37.539595	41.032824	47.538268
ZNF10	ZNF10	1.708491	1.516614	2.03597	0.925397	1.162015	1.997665
ZNF100	ZNF100	10.975398	10.947088	11.165626	4.614885	5.825274	7.710636
ZNF101	ZNF101	10.243917	8.726352	10.213772	12.016867	11.936535	13.053346
ZNF106	ZNF106	31.043516	28.480357	26.570739	17.408404	18.341534	19.645108
ZNF107	ZNF107	8.623294	9.811482	10.375275	12.928173	12.698869	13.072173
ZNF112	ZNF112	1.461673	1.389974	1.916296	0.737422	0.869255	1.11238
ZNF114	ZNF114	0	0	0	0	0	0
ZNF117	ZNF117	23.259611	26.60356	31.007074	25.148936	29.816681	28.468352
ZNF12	ZNF12	13.416437	12.994203	16.360401	11.857036	11.31521	13.277661
ZNF121	ZNF121	19.719648	16.948805	24.246205	13.2381	12.528003	21.353197
ZNF124	ZNF124	6.257271	7.421896	9.453377	1.174896	1.828151	2.894417
ZNF131	ZNF131	27.642906	23.920125	26.174344	21.978384	21.050934	24.055405
ZNF132	ZNF132	1.286599	1.631132	1.770489	0.500942	0.555471	1.132538
ZNF133	ZNF133	4.951181	4.907859	6.419821	4.240451	4.423792	5.491924
ZNF134	ZNF134	6.538142	6.45542	6.656039	7.112087	8.33483	9.880308
ZNF135	ZNF135	0	0.039057	0	0.073006	0.009264	0
ZNF136	ZNF136	2.45583	2.169322	2.358418	2.567731	3.249055	3.226051
ZNF137P	ZNF137P	2.280308	2.327954	2.849438	2.610282	3.157181	3.814835
ZNF138	ZNF138	17.877871	20.041068	20.725513	22.915225	21.228538	22.681407
ZNF14	ZNF14	3.539213	3.323421	3.298326	1.950603	2.326219	2.563169
ZNF140	ZNF140	4.201205	4.693511	5.257993	3.277644	3.024184	4.040395
ZNF141	ZNF141	0.020664	0.047437	0	0	0	0.041217
ZNF142	ZNF142	5.921138	5.532779	5.542832	4.083395	4.232655	5.402496
ZNF143	ZNF143	13.100822	13.299353	13.672664	8.73788	8.014006	7.18336
ZNF146	ZNF146	58.705501	54.150575	59.320066	24.63113	26.937983	29.151018
ZNF148	ZNF148	4.314948	3.87384	4.242676	2.491585	2.858935	3.57788
ZNF154	ZNF154	0.289671	0.299124	0.669584	0.448513	0.726794	0.867585
ZNF155	ZNF155	0.552924	0.612423	0.717749	0.176113	0.450179	0.377198
ZNF157	ZNF157	0.019896	0.075178	0.040617	0	0	0.043499
ZNF16	ZNF16	3.140776	3.600094	3.404233	1.518778	2.522735	2.76843
ZNF160	ZNF160	7.086928	8.71554	9.208921	5.649846	6.853554	6.671821
ZNF165	ZNF165	2.92378	2.456897	3.283905	1.28146	1.677117	1.020653
ZNF169	ZNF169	3.35838	3.696058	5.018564	0.757073	0.837454	1.320964
ZNF17	ZNF17	2.807539	2.929953	3.142469	2.641702	3.1472	3.689809
ZNF174	ZNF174	13.616251	12.72186	13.032804	9.804554	11.404615	11.894418
ZNF175	ZNF175	14.663645	17.010809	21.160408	7.199128	7.786564	8.590678
ZNF177	ZNF177	0.799616	0.470546	0.580114	0	0.851766	0.881705
ZNF18	ZNF18	2.149788	2.296009	2.673111	4.616767	5.335092	5.418773
ZNF180	ZNF180	2.127107	2.467789	2.453443	2.289696	2.715992	3.471432
ZNF181	ZNF181	7.156073	6.234808	6.809089	5.175141	5.362422	6.617545
ZNF182	ZNF182	4.006646	3.064903	3.746958	3.248452	3.637992	2.966791
ZNF184	ZNF184	11.736784	12.011047	12.930322	6.564038	8.302995	8.736998
ZNF185	ZNF185	0.194557	0.293291	0.317884	0.47744	0.406749	0.459718
ZNF189	ZNF189	6.346223	5.922227	6.339134	5.379001	6.856512	8.144651
ZNF19	ZNF19	0.77995	0.882831	0.924281	0.527773	0.865437	1.089757
ZNF192P1	ZNF192P1	3.08389	3.049667	2.91706	3.307068	2.603264	2.627302
ZNF195	ZNF195	16.091124	14.359779	16.051092	4.978464	5.366668	6.793434
ZNF197	ZNF197	12.629275	12.194829	12.039558	10.354916	11.766388	10.919758
ZNF2	ZNF2	2.282009	1.90655	1.87937	1.151065	1.429712	1.511018
ZNF20	ZNF20	1.139257	1.015075	1.162382	0.646439	0.699689	0.573757
ZNF200	ZNF200	5.829968	6.263664	6.512013	4.05091	4.6165	4.590222
ZNF202	ZNF202	4.800669	4.121257	4.760725	1.539282	1.377393	2.300498
ZNF204P	ZNF204P	7.661379	7.869987	9.065373	2.749848	2.574458	2.348929
ZNF205	ZNF205	24.148238	22.375805	19.394629	13.685016	13.444335	14.047839
ZNF205-AS1	ZNF205-AS1	0.360215	0.376881	0.368511	0.72539	0.436036	0.658621
ZNF207	ZNF207	154.685369	159.360627	140.779366	124.235853	128.406021	119.041161
ZNF208	ZNF208	0.614662	0.707832	0.875906	0.201271	0.302179	0.366543
ZNF211	ZNF211	5.742015	5.373779	5.551854	6.88509	7.625809	8.52931
ZNF212	ZNF212	20.024789	18.094814	20.359046	16.064432	14.633175	16.046048
ZNF213	ZNF213	10.342882	12.804658	11.322224	7.870315	10.449423	11.032242
ZNF214	ZNF214	0.176796	0.168817	0.285423	0.259159	0.261859	0.271831
ZNF215	ZNF215	5.665897	5.105729	6.58262	4.788213	5.491723	6.996038
ZNF217	ZNF217	20.66176	21.627528	23.149216	12.639264	12.283611	14.265164
ZNF219	ZNF219	12.528172	14.344027	14.28374	9.353011	8.862786	11.341923
ZNF22	ZNF22	58.013931	55.463782	52.41029	40.509971	43.573399	48.599882
ZNF221	ZNF221	0.670867	0.709699	0.819141	0.381483	0.481634	0.956917
ZNF222	ZNF222	2.494923	2.869722	2.997898	2.380112	2.520385	3.181295
ZNF223	ZNF223	0.740806	1.55696	1.34069	1.283109	2.34106	2.590647
ZNF224	ZNF224	4.701651	4.887564	6.605212	5.986462	6.361981	6.784513
ZNF225	ZNF225	1.995622	2.047292	1.590599	2.787898	2.790009	2.577045
ZNF226	ZNF226	9.481974	8.890887	10.29886	15.847025	20.352997	19.549443
ZNF227	ZNF227	7.644829	6.989729	6.669737	8.661947	8.848861	8.812732
ZNF229	ZNF229	1.100256	1.128922	1.341077	1.089033	1.366461	2.143741
ZNF23	ZNF23	5.765385	6.523213	6.144114	3.891507	4.422659	5.782231
ZNF230	ZNF230	1.292939	1.094776	1.213564	0.902527	1.036493	0.897426
ZNF232	ZNF232	5.715751	4.066643	5.281808	1.877293	2.012749	2.478829
ZNF233	ZNF233	0.238936	0.502491	0.448319	0.498619	0.683787	0.553144
ZNF234	ZNF234	1.773546	1.662404	1.8385	1.375121	0.88489	1.953804
ZNF235	ZNF235	0.50154	0.618164	0.743245	0.823706	0.755267	1.177198
ZNF236	ZNF236	3.789988	3.525522	3.307999	2.460106	2.364574	2.88351
ZNF239	ZNF239	5.873894	5.580432	5.469188	1.17684	1.848195	2.944803
ZNF24	ZNF24	43.392064	43.415186	50.597916	33.893528	34.840727	36.560273
ZNF248	ZNF248	10.15873	11.010676	9.571872	6.801921	7.060872	7.192066
ZNF25	ZNF25	0.616103	0.940483	0.72281	0.652043	0.703397	0.72605
ZNF250	ZNF250	4.98342	5.415326	5.591077	3.027941	3.144729	3.826132
ZNF251	ZNF251	14.294	10.918299	10.193052	13.318308	11.596203	12.87708
ZNF252P	ZNF252P	4.822366	5.628742	5.494391	3.184498	3.76531	4.566357
ZNF252P-AS1	ZNF252P-AS1	1.224236	1.195252	1.970745	0.859531	0.873372	0.953273
ZNF253	ZNF253	6.14338	7.956295	7.687054	5.853248	6.615334	7.632233
ZNF254	ZNF254	10.494563	7.104741	8.989216	6.345846	5.88271	5.353114
ZNF256	ZNF256	0.190043	0.395684	0.343052	0.188982	0.246858	0.096518
ZNF257	ZNF257	2.461284	3.003351	3.340592	1.453145	1.996987	2.392579
ZNF259	ZNF259	58.767293	53.930191	51.589275	17.34158	20.159617	27.106109
ZNF26	ZNF26	5.163429	5.031311	4.463426	1.490374	1.740114	2.927328
ZNF260	ZNF260	4.815112	4.777556	5.029809	3.908269	4.353831	4.705207
ZNF263	ZNF263	18.947894	19.378471	20.270565	13.230147	13.517191	15.460419
ZNF264	ZNF264	1.677513	2.469334	1.578673	1.436739	1.737489	2.191457
ZNF266	ZNF266	18.625437	18.933701	21.308193	19.585028	20.581823	24.208434
ZNF267	ZNF267	11.618953	10.93389	12.546085	5.295668	6.120119	6.199885
ZNF268	ZNF268	2.338752	2.743593	2.877214	2.341908	3.021197	4.115957
ZNF271	ZNF271	8.646601	9.022313	8.403862	6.314672	6.522183	7.802424
ZNF273	ZNF273	11.998243	10.665368	9.859676	16.37691	17.873349	16.563922
ZNF274	ZNF274	28.117572	28.049188	28.830805	21.751343	23.438952	22.896209
ZNF275	ZNF275	13.066252	14.765992	14.171849	4.461208	5.225182	6.607264
ZNF276	ZNF276	23.405329	24.014029	27.952771	11.745933	12.016668	18.066436
ZNF277	ZNF277	41.150364	41.628548	39.726746	21.951477	25.119802	17.515403
ZNF28	ZNF28	7.372575	8.480534	8.966902	6.722564	7.841335	8.301371
ZNF280A	ZNF280A	32.681959	31.205719	26.249972	9.589119	10.336059	12.821205
ZNF280B	ZNF280B	19.43622	17.173518	18.963282	6.798693	7.144644	11.886546
ZNF280C	ZNF280C	3.251162	3.887709	4.002138	1.156262	1.650958	1.989053
ZNF280D	ZNF280D	9.685687	10.391656	10.486527	7.978945	9.583223	9.90031
ZNF281	ZNF281	13.967334	13.293079	14.340662	8.311667	8.72278	10.750109
ZNF282	ZNF282	66.451448	67.917532	62.909975	44.397481	47.006007	42.348933
ZNF283	ZNF283	4.177166	4.057784	3.994917	2.925972	3.031906	3.073325
ZNF284	ZNF284	0.775588	0.572037	0.753831	0.481527	0.299942	0.628002
ZNF285	ZNF285	0.364822	0.729691	0.646697	0.180063	0.105756	0.363046
ZNF286A	ZNF286A	3.94519	3.041398	3.312179	1.276577	1.528505	1.740912
ZNF286B	ZNF286B	0.324658	0.332996	0.227172	0.03676	0.166739	0.066591
ZNF287	ZNF287	0.042472	0.029455	0.021655	0	0	0.031456
ZNF292	ZNF292	7.005979	7.340846	8.955511	4.890417	5.168498	6.144751
ZNF295-AS1	ZNF295-AS1	0	0	0	0	0	0
ZNF296	ZNF296	7.216689	8.462343	6.641344	1.955253	3.621753	3.572252
ZNF3	ZNF3	29.230208	31.319639	27.722673	21.358559	24.141473	24.581565
ZNF30	ZNF30	5.927303	6.105564	6.695009	3.393207	3.901373	3.991303
ZNF300	ZNF300	4.54042	4.434718	5.604179	2.719412	2.80489	2.840859
ZNF300P1	ZNF300P1	0.303411	0.682206	0.686358	0.173375	0.281999	0.363558
ZNF302	ZNF302	0.264031	0.19957	0.286108	0.047493	0.193975	0.144041
ZNF304	ZNF304	2.436018	2.92077	3.052355	2.073447	2.966187	3.320331
ZNF311	ZNF311	7.576963	8.803864	9.682181	3.806682	5.0632	6.191218
ZNF316	ZNF316	34.079613	34.932624	38.03035	16.965311	19.483395	25.229315
ZNF317	ZNF317	18.617146	18.280317	19.106947	12.070902	11.407416	13.790692
ZNF318	ZNF318	16.936172	18.410051	16.159644	10.371775	12.028599	13.71085
ZNF319	ZNF319	4.32513	5.482159	4.878059	3.121249	3.56633	4.632967
ZNF32	ZNF32	15.494431	15.034737	15.541194	7.79797	7.503166	8.755659
ZNF32-AS1	ZNF32-AS1	0.17958	0	0.178896	0	0	0
ZNF32-AS2	ZNF32-AS2	0.656136	0.614487	0.599354	0.431738	0.44384	0.427653
ZNF32-AS3	ZNF32-AS3	0	0	0	0	0	0
ZNF320	ZNF320	6.423422	6.611563	6.577355	4.599075	5.010884	6.670844
ZNF321P	ZNF321P	11.528741	12.061621	15.315665	14.289429	15.787993	17.584616
ZNF322	ZNF322	20.247165	16.679668	19.335392	11.317836	10.787471	11.721106
ZNF324	ZNF324	10.632927	10.433304	10.630037	6.900679	7.909965	8.425276
ZNF324B	ZNF324B	5.945985	6.402898	5.697237	3.271362	3.964181	4.160938
ZNF326	ZNF326	9.358184	10.27847	14.0777	6.50054	6.991451	13.745939
ZNF329	ZNF329	3.084726	2.54084	2.282922	1.976488	2.481851	2.989459
ZNF330	ZNF330	45.77254	46.3492	45.979268	18.787849	21.782792	23.399547
ZNF331	ZNF331	2.909368	3.160757	3.066873	2.305252	2.466633	4.674622
ZNF333	ZNF333	3.074631	3.877002	3.66211	2.229968	2.404119	3.607504
ZNF334	ZNF334	0.332477	0.347398	0.715876	0.285195	0.443761	0.462929
ZNF335	ZNF335	12.364189	11.78572	12.385032	6.104268	5.941653	8.704009
ZNF337	ZNF337	3.804289	3.646523	3.985659	3.821837	3.228312	5.38377
ZNF33A	ZNF33A	7.195617	7.585252	8.491289	8.277876	9.561808	10.895868
ZNF33B	ZNF33B	12.851415	13.403081	12.609935	9.105209	11.894246	13.694898
ZNF33BP1	ZNF33BP1	0.05855	0.110391	0.059805	0	0	0
ZNF34	ZNF34	3.88232	3.884256	4.598442	2.060668	2.280137	2.191328
ZNF341	ZNF341	2.876454	3.75911	3.310612	1.897132	2.078789	1.960623
ZNF343	ZNF343	3.879668	3.315215	4.241716	1.836216	1.856081	2.482142
ZNF345	ZNF345	1.388948	1.276158	1.203514	2.732942	2.783758	2.387383
ZNF346	ZNF346	21.063538	19.237949	23.551272	12.415955	14.403062	16.782939
ZNF347	ZNF347	3.062759	3.245034	3.481221	3.357463	4.747578	6.063617
ZNF35	ZNF35	6.695527	5.310431	6.018799	2.190644	2.159394	3.129724
ZNF350	ZNF350	1.657051	2.193485	2.0119	2.309576	2.449166	2.263063
ZNF354A	ZNF354A	1.664239	1.804116	1.310712	1.423133	1.506068	1.828655
ZNF354B	ZNF354B	6.077134	5.637459	7.220321	2.841445	2.286542	4.23431
ZNF354C	ZNF354C	0.076774	0.040407	0.084801	0.007016	0.145557	0.113813
ZNF358	ZNF358	30.130868	33.399411	29.797275	24.839857	26.467379	24.737894
ZNF362	ZNF362	0.514567	0.795387	0.659158	0.261532	0.309832	0.671068
ZNF365	ZNF365	0	0	0	0	0	0.012919
ZNF366	ZNF366	0.011346	0	0.023147	0	0	0
ZNF367	ZNF367	12.178276	10.997876	14.483125	13.6117	14.686066	20.118927
ZNF37A	ZNF37A	7.307579	7.179826	8.2933	4.087771	5.632453	6.334192
ZNF37BP	ZNF37BP	3.322239	3.132427	4.160961	5.05056	7.012115	8.298078
ZNF382	ZNF382	0.100825	0.098955	0.113153	0.12274	0.075708	0.159398
ZNF383	ZNF383	4.418822	4.696013	3.664355	4.298859	4.189083	4.311632
ZNF384	ZNF384	27.643435	27.606845	25.745159	16.964958	18.081364	19.024573
ZNF385A	ZNF385A	63.208501	67.844326	61.362908	36.940328	39.809806	39.977746
ZNF385B	ZNF385B	0	0	0	0.051509	0.127172	0.020823
ZNF385C	ZNF385C	1.61802	2.179234	1.584244	1.044173	1.08724	0.688186
ZNF385D	ZNF385D	0.391685	0.199248	0.128159	0	0	0.060416
ZNF391	ZNF391	9.840094	8.724813	9.053955	5.55279	6.317021	5.071785
ZNF394	ZNF394	20.644439	19.999707	22.585891	17.346334	18.240858	21.854547
ZNF395	ZNF395	13.500522	14.961261	14.519803	15.490652	16.425312	16.511694
ZNF396	ZNF396	1.640267	2.057641	3.258321	3.133602	3.230548	2.114348
ZNF397	ZNF397	19.922509	18.138991	21.442329	18.312547	20.197332	22.230104
ZNF398	ZNF398	10.161324	10.047648	10.485991	5.345417	4.945916	7.34825
ZNF404	ZNF404	0.567217	1.17513	0.903594	0.960156	0.731275	0.702572
ZNF407	ZNF407	2.251088	2.183348	2.090924	1.320706	1.463682	2.085744
ZNF408	ZNF408	10.013929	10.400182	8.782956	4.86851	5.822134	6.570708
ZNF41	ZNF41	3.933938	3.611251	3.90428	1.862189	1.886671	1.934799
ZNF410	ZNF410	19.666848	21.053183	19.45294	13.33321	14.626561	16.842378
ZNF414	ZNF414	17.742717	17.42564	15.74055	11.433976	14.207475	15.388347
ZNF415	ZNF415	0.092505	0.082394	0.065124	0.184804	0.094364	0.073586
ZNF416	ZNF416	1.036976	1.535385	1.014966	1.065115	1.867421	2.171495
ZNF417	ZNF417	7.139751	6.963608	9.187505	9.825935	9.212445	10.993459
ZNF418	ZNF418	0.265141	0.350233	0.44915	0.547157	0.590837	0.790853
ZNF419	ZNF419	2.079722	2.535531	3.210143	1.869776	2.043349	2.45152
ZNF420	ZNF420	4.153295	3.715935	4.053026	1.821843	2.309442	2.618117
ZNF423	ZNF423	0	0	0	0.014932	0.007688	0.015133
ZNF425	ZNF425	1.653985	1.578013	1.441708	2.307999	2.699287	1.927404
ZNF426	ZNF426	8.672789	8.390288	7.015786	9.121428	10.436233	8.396484
ZNF428	ZNF428	50.38294	55.598261	52.614045	40.761615	47.827432	58.292514
ZNF429	ZNF429	13.610916	10.127311	11.224157	6.298231	6.652241	6.412625
ZNF43	ZNF43	3.24292	3.26963	2.94098	1.79466	2.272569	2.439417
ZNF430	ZNF430	5.48905	5.352911	5.508822	3.672974	4.12961	4.003026
ZNF431	ZNF431	15.424873	13.658177	15.064347	22.915605	24.36352	22.865414
ZNF432	ZNF432	2.229191	2.286746	2.737417	1.146725	1.635878	2.106734
ZNF433	ZNF433	1.756146	1.543265	1.524808	1.090408	1.186692	1.625877
ZNF436	ZNF436	5.812653	5.932411	6.812109	4.12146	4.88074	5.315375
ZNF438	ZNF438	1.37382	1.645449	1.29368	1.074344	1.317668	1.183671
ZNF439	ZNF439	0.038624	0.081201	0.095517	0.068133	0	0.070992
ZNF44	ZNF44	3.357711	4.041299	4.583683	1.673195	2.295954	2.646573
ZNF440	ZNF440	8.805649	8.675758	9.467553	11.914982	14.128847	13.641346
ZNF441	ZNF441	3.198474	3.793255	4.736364	3.79014	3.849912	4.120612
ZNF442	ZNF442	1.766316	1.961878	2.47834	1.254683	1.249339	1.536834
ZNF443	ZNF443	2.017276	2.257921	2.52541	1.170369	1.053068	1.537425
ZNF444	ZNF444	40.858199	37.43942	38.53897	31.240446	26.781111	28.855236
ZNF445	ZNF445	16.178027	15.5187	18.144033	13.250678	13.017282	16.018223
